Matricula_Aluno,Count,Country,State,Cidade,CEP,Lat Long,Latitude,Longitude,Genero,Aluno_Bolsista,Responsavel_com_Parceiro,Aluno_Possui_Dependentes,Meses_na_Escola,Participa_Atividade_Extra,Multiplas_Atividades_Extra,Modalidade_Ensino,Apoio_Psicopedagogico,Reforco_Escolar,Seguro_Material_Didatico,Suporte_TI_Plataforma,Acesso_Aulas_Gravadas,Acesso_Biblioteca_Digital,Tipo_Contrato_Matricula,Comunicados_Digitais,Forma_Pagamento_Mensalidade,Valor_Mensalidade,Total_Pago_Curso,Situacao,Desistencia,Risco_de_Desistencia,Valor_Total_Esperado_Aluno,Churn Reason
6618-RYATB,1,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,Female,Não,Não,Não,1,Sim,Sim,Híbrido,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Boleto Impresso,79.55,79.55,Desistente,1,93,5571,Price too high
0641-EVBOJ,1,United States,California,Coarsegold,93614,"37.212191, -119.749323",37.212191,-119.749323,Male,Não,Não,Não,3,Sim,Não,Híbrido,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Boleto Impresso,82.3,214.4,Ativo,0,56,5755,
3039-MJSLN,1,United States,California,Cressey,95312,"37.420273, -120.66527",37.420273,-120.66527,Male,Não,Não,Sim,3,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Débito Automático,20.2,50.6,Ativo,0,46,3594,
8661-BOYNW,1,United States,California,Tollhouse,93667,"36.993666, -119.348267",36.993666,-119.348267,Female,Não,Sim,Não,72,Sim,Sim,Presencial,Sim,Não,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,84.4,6096.45,Ativo,0,44,5046,
4310-KEDTB,1,United States,California,Yuba City,95993,"39.075694, -121.70606",39.075694,-121.70606,Female,Não,Não,Sim,26,Não,Não participa,Presencial,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Boleto Impresso,29.8,786.5,Ativo,0,27,3746,
1116-DXXDF,1,United States,California,Porter Ranch,91326,"34.281911, -118.556218",34.281911,-118.556218,Male,Não,Não,Não,39,Sim,Não,Híbrido,Sim,Não,Sim,Não,Sim,Sim,Plano de Ciclo Completo,Sim,Boleto Digital,100.45,3801.7,Ativo,0,45,2698,
8605-ITULD,1,United States,California,Crescent Mills,95934,"40.080342, -120.957805",40.080342,-120.957805,Female,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.55,19.55,Ativo,0,31,5750,
8566-YPRGL,1,United States,California,Long Beach,90806,"33.802664, -118.179971",33.802664,-118.179971,Female,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Boleto Impresso,19.5,19.5,Ativo,0,23,5279,
4355-CVPVS,1,United States,California,California Hot Springs,93207,"35.865795, -118.69759",35.865795,-118.69759,Female,Não,Sim,Sim,56,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Sim,Anual,Não,Débito Automático,88.9,4968,Ativo,0,72,4170,
8327-LZKAS,1,United States,California,Pomona,91767,"34.083086, -117.737997",34.083086,-117.737997,Female,Sim,Sim,Não,43,Sim,Sim,Híbrido,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Boleto Digital,107.55,4533.9,Desistente,1,93,4423,Service dissatisfaction
2080-SRCDE,1,United States,California,Walnut,91789,"34.018354, -117.85492",34.018354,-117.85492,Female,Não,Não,Sim,1,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,25.4,25.4,Ativo,0,38,4556,
4903-CNOZC,1,United States,California,La Canada Flintridge,91011,"34.234912, -118.153729",34.234912,-118.153729,Male,Não,Não,Não,29,Sim,Sim,Presencial,Não,Sim,Sim,Não,Não,Sim,Anual,Não,Cartão de Crédito Recorrente,70.9,1964.6,Ativo,0,29,2064,
7314-OXENN,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Male,Não,Não,Não,2,Sim,Sim,Híbrido,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,82.0,184.65,Desistente,1,97,3051,Competitor offered more data
6869-FGJJC,1,United States,California,Gazelle,96034,"41.411315, -122.697236",41.411315,-122.697236,Male,Não,Não,Não,68,Sim,Não,Híbrido,Não,Sim,Sim,Não,Não,Não,Anual,Não,Cartão de Crédito Recorrente,79.6,5461.45,Ativo,0,20,5210,
9350-VLHMB,1,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668,Male,Não,Sim,Sim,67,Sim,Sim,Híbrido,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Débito Automático,89.55,6373.1,Ativo,0,45,6111,
2995-YWTCD,1,United States,California,Browns Valley,95918,"39.292334, -121.320597",39.292334,-121.320597,Female,Não,Sim,Sim,19,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Sim,Débito Automático,24.9,467.7,Ativo,0,79,5396,
8165-CBKXO,1,United States,California,Los Angeles,90022,"34.02381, -118.156582",34.02381,-118.156582,Male,Não,Sim,Sim,66,Não,Não participa,Presencial,Não,Sim,Sim,Não,Sim,Sim,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,56.75,3708.4,Ativo,0,46,5748,
7853-OETYL,1,United States,California,West Covina,91790,"34.066964, -117.937007",34.066964,-117.937007,Female,Não,Sim,Não,4,Não,Não participa,Presencial,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,29.05,129.6,Ativo,0,35,3306,
3352-RICWQ,1,United States,California,Davis,95616,"38.508735, -121.678813",38.508735,-121.678813,Female,Não,Sim,Sim,9,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,19.75,210.65,Ativo,0,24,2427,
6646-VRFOL,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369,Male,Sim,Sim,Não,53,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,103.85,5485.5,Desistente,1,87,5860,Competitor had better devices
9391-TTOYH,1,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,Female,Não,Não,Não,23,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Boleto Impresso,19.5,470.2,Ativo,0,42,5652,
9101-BWFSS,1,United States,California,Tollhouse,93667,"36.993666, -119.348267",36.993666,-119.348267,Female,Não,Sim,Não,50,Sim,Sim,Híbrido,Sim,Sim,Não,Sim,Sim,Sim,Anual,Não,Boleto Digital,108.55,5610.7,Desistente,1,82,4274,Moved
2080-GKCWQ,1,United States,California,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.342635,Male,Não,Não,Não,2,Sim,Não,Híbrido,Não,Sim,Não,Não,Não,Não,Mensal,Não,Boleto Digital,74.95,151.75,Ativo,0,76,3969,
1074-WVEVG,1,United States,California,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.239504,Female,Não,Sim,Não,59,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Boleto Impresso,20.35,1267,Ativo,0,57,5757,
0459-SPZHJ,1,United States,California,Garden Grove,92843,"33.764018, -117.931507",33.764018,-117.931507,Male,Não,Sim,Não,63,Sim,Sim,Presencial,Sim,Sim,Sim,Não,Sim,Sim,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,83.5,5435,Ativo,0,75,4652,
8851-RAGOV,1,United States,California,Simi Valley,93065,"34.269449, -118.768471",34.269449,-118.768471,Female,Não,Sim,Não,25,Sim,Não,Presencial,Sim,Sim,Não,Sim,Não,Sim,Mensal,Sim,Boleto Impresso,71.05,1837.7,Ativo,0,63,5620,
9921-ZVRHG,1,United States,California,Traver,93673,"36.456091, -119.486225",36.456091,-119.486225,Female,Não,Não,Não,14,Sim,Sim,Híbrido,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Boleto Digital,80.45,1072,Desistente,1,94,4155,Service dissatisfaction
9253-VIFJQ,1,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274,Male,Não,Sim,Não,65,Sim,Sim,Presencial,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cartão de Crédito Recorrente,67.05,4309.55,Ativo,0,52,5224,
8169-SAEJD,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,Male,Sim,Sim,Não,69,Não,Não participa,Presencial,Sim,Sim,Não,Não,Sim,Sim,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,56.55,3952.65,Ativo,0,28,4162,
1396-QWFBJ,1,United States,California,Rancho Santa Margarita,92688,"33.624654, -117.611733",33.624654,-117.611733,Female,Não,Sim,Não,21,Sim,Não,Híbrido,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Débito Automático,74.05,1565.7,Desistente,1,91,5630,Lack of self-service on Website
5681-LLOEI,1,United States,California,Encino,91316,"34.150354, -118.518292",34.150354,-118.518292,Male,Não,Sim,Sim,43,Sim,Sim,Híbrido,Sim,Não,Sim,Sim,Não,Não,Anual,Sim,Cartão de Crédito Recorrente,91.25,4013.8,Ativo,0,30,5884,
8752-GHJFU,1,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814,Male,Sim,Sim,Não,71,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Não,Não,Anual,Sim,Boleto Digital,92.0,6585.2,Ativo,0,66,4322,
9862-KJTYK,1,United States,California,Newport Beach,92663,"33.62251, -117.927024",33.62251,-117.927024,Male,Não,Não,Sim,19,Não,Não participa,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,25.35,566.1,Ativo,0,68,3072,
0362-RAOQO,1,United States,California,Norco,92860,"33.925833, -117.559639",33.925833,-117.559639,Female,Não,Não,Não,40,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,19.65,830.25,Ativo,0,75,3878,
8931-GJJIQ,1,United States,California,Burlingame,94010,"37.57028, -122.365778",37.57028,-122.365778,Female,Não,Não,Não,9,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,83.3,803.3,Desistente,1,97,3520,Lack of self-service on Website
2239-JALAW,1,United States,California,Mendota,93640,"36.687292, -120.437354",36.687292,-120.437354,Male,Não,Não,Não,58,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Débito Automático,103.25,6017.65,Desistente,1,74,6105,Attitude of support person
2654-VBVPB,1,United States,California,Newport Beach,92663,"33.62251, -117.927024",33.62251,-117.927024,Female,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Débito Automático,19.9,19.9,Ativo,0,49,2010,
9746-MDMBK,1,United States,California,Manton,96059,"40.426679, -121.850421",40.426679,-121.850421,Male,Não,Sim,Sim,47,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Débito Automático,113.45,5317.8,Ativo,0,35,3729,
5641-DMBFJ,1,United States,California,Oregon House,95962,"39.342587, -121.249833",39.342587,-121.249833,Female,Não,Sim,Não,58,Sim,Sim,Presencial,Sim,Não,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Boleto Digital,84.3,4916.4,Ativo,0,69,5724,
3352-ALMCK,1,United States,California,Navarro,95463,"39.182916, -123.552571",39.182916,-123.552571,Male,Não,Não,Não,40,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Impresso,102.65,4108.15,Ativo,0,52,3655,
1921-KYSAY,1,United States,California,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325,Female,Não,Não,Não,41,Sim,Sim,Presencial,Não,Não,Sim,Sim,Não,Sim,Anual,Sim,Boleto Digital,68.6,2877.05,Ativo,0,34,4572,
8402-EIVQS,1,United States,California,Frazier Park,93222,"34.907911, -119.234281",34.907911,-119.234281,Male,Não,Sim,Não,67,Sim,Não,Híbrido,Sim,Sim,Não,Não,Sim,Sim,Anual,Sim,Cartão de Crédito Recorrente,100.9,6733.15,Ativo,0,31,4078,
0380-NEAVX,1,United States,California,Newport Beach,92660,"33.634626, -117.874882",33.634626,-117.874882,Male,Sim,Não,Não,34,Sim,Não,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Boleto Digital,99.85,3343.15,Ativo,0,71,5626,
9039-ZVJDC,1,United States,California,Pauma Valley,92061,"33.313828, -116.940501",33.313828,-116.940501,Male,Não,Não,Não,3,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Boleto Impresso,19.1,53.05,Ativo,0,68,4905,
8261-GWDBQ,1,United States,California,Corona,92880,"33.918043, -117.617809",33.918043,-117.617809,Female,Sim,Sim,Não,60,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,116.05,6925.9,Ativo,0,77,4734,
4145-UQXUQ,1,United States,California,Berkeley,94710,"37.872902, -122.303708",37.872902,-122.303708,Female,Sim,Não,Não,8,Sim,Não,Híbrido,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,92.1,729.95,Desistente,1,81,5662,Competitor offered more data
6906-ANDWJ,1,United States,California,Vina,96092,"39.955164, -122.018567",39.955164,-122.018567,Male,Não,Sim,Não,15,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito Automático,74.9,1107.25,Desistente,1,97,2510,Lack of self-service on Website
6999-CHVCF,1,United States,California,Covina,91723,"34.084747, -117.886844",34.084747,-117.886844,Male,Não,Não,Não,68,Sim,Sim,Híbrido,Sim,Sim,Sim,Não,Não,Sim,Plano de Ciclo Completo,Sim,Débito Automático,102.1,7149.35,Ativo,0,62,5228,
1635-NZATJ,1,United States,California,Alameda,94501,"37.774633, -122.274434",37.774633,-122.274434,Male,Sim,Sim,Não,71,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,25.45,1789.65,Ativo,0,26,5341,
1867-TJHTS,1,United States,California,Sacramento,95817,"38.550722, -121.457314",38.550722,-121.457314,Female,Não,Não,Não,58,Sim,Sim,Híbrido,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Débito Automático,79.8,4526.85,Ativo,0,78,5709,
9137-NOQKA,1,United States,California,South San Francisco,94080,"37.654436, -122.426468",37.654436,-122.426468,Male,Sim,Não,Não,2,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Digital,19.2,37.2,Ativo,0,24,4577,
1670-SVOWZ,1,United States,California,Mira Loma,91752,"33.999992, -117.535395",33.999992,-117.535395,Female,Não,Sim,Não,14,Sim,Não,Híbrido,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Cartão de Crédito Recorrente,89.65,1208.35,Desistente,1,98,2504,Competitor offered higher download speeds
6892-BOGQE,1,United States,California,Whittier,90601,"34.007353, -118.033683",34.007353,-118.033683,Female,Não,Sim,Não,71,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Sim,Débito Automático,20.9,1493.2,Ativo,0,53,4030,
6615-NGGZJ,1,United States,California,Buellton,93427,"34.631362, -120.238218",34.631362,-120.238218,Male,Não,Não,Não,14,Sim,Sim,Híbrido,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,100.55,1415.55,Desistente,1,72,5224,Service dissatisfaction
7351-MHQVU,1,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668,Female,Não,Não,Não,6,Não,Não participa,Presencial,Sim,Sim,Não,Sim,Não,Sim,Mensal,Não,Cartão de Crédito Recorrente,50.95,307.6,Ativo,0,79,3474,
3466-BYAVD,1,United States,California,Long Beach,90802,"33.752524, -118.210737",33.752524,-118.210737,Male,Não,Sim,Sim,15,Sim,Não,Presencial,Não,Sim,Sim,Sim,Não,Sim,Mensal,Sim,Boleto Impresso,69.5,1071.4,Ativo,0,35,3128,
1573-LGXBA,1,United States,California,Soledad,93960,"36.414216, -121.360597",36.414216,-121.360597,Male,Não,Sim,Sim,57,Sim,Não,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de Crédito Recorrente,97.55,5598,Ativo,0,51,5833,
5993-JSUWV,1,United States,California,Columbia,95310,"38.085839, -120.37855",38.085839,-120.37855,Female,Não,Não,Não,66,Sim,Não,Presencial,Sim,Sim,Sim,Não,Não,Não,Plano de Ciclo Completo,Sim,Débito Automático,61.15,4017.45,Ativo,0,66,5133,
1891-FZYSA,1,United States,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175,Male,Sim,Sim,Não,69,Sim,Sim,Híbrido,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Boleto Digital,89.95,6143.15,Desistente,1,82,6363,Network reliability
3067-SVMTC,1,United States,California,Imperial,92251,"32.858595, -115.662709",32.858595,-115.662709,Female,Não,Sim,Não,68,Sim,Não,Presencial,Sim,Não,Não,Sim,Não,Não,Anual,Não,Débito Automático,55.9,3848.8,Ativo,0,77,5160,
1004-NOZNR,1,United States,California,Glen Ellen,95442,"38.368744, -122.522642",38.368744,-122.522642,Male,Sim,Não,Sim,56,Sim,Não,Híbrido,Sim,Não,Não,Não,Sim,Sim,Anual,Não,Cartão de Crédito Recorrente,94.8,5264.3,Ativo,0,59,5693,
7028-DVOIQ,1,United States,California,Birds Landing,94512,"38.140719, -121.838298",38.140719,-121.838298,Male,Sim,Não,Não,35,Sim,Sim,Híbrido,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,99.05,3395.8,Desistente,1,82,2074,Don't know
4580-TMHJU,1,United States,California,Avenal,93204,"35.916943, -120.129921",35.916943,-120.129921,Female,Não,Sim,Não,43,Sim,Não,Presencial,Não,Não,Não,Não,Sim,Não,Mensal,Não,Boleto Digital,56.15,2499.3,Desistente,1,65,2152,Don't know
7036-ZZKBD,1,United States,California,Lincoln,95648,"38.922812, -121.312005",38.922812,-121.312005,Male,Não,Sim,Não,31,Sim,Não,Presencial,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Cartão de Crédito Recorrente,66.4,2019.8,Ativo,0,79,3282,
5844-QVTAT,1,United States,California,Irvine,92620,"33.716136, -117.752574",33.716136,-117.752574,Female,Não,Sim,Não,33,Sim,Não,Presencial,Sim,Sim,Sim,Não,Não,Não,Anual,Sim,Boleto Impresso,58.45,1955.4,Ativo,0,21,4276,
3428-XZMAZ,1,United States,California,Turlock,95382,"37.529656, -120.854357",37.529656,-120.854357,Male,Não,Não,Não,1,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,69.35,69.35,Desistente,1,91,5796,Long distance charges
2578-JQPHZ,1,United States,California,Bayside,95524,"40.825486, -124.049485",40.825486,-124.049485,Male,Não,Não,Não,44,Sim,Não,Híbrido,Não,Não,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Débito Automático,100.1,4378.35,Ativo,0,68,4025,
2550-AEVRU,1,United States,California,Woodland Hills,91364,"34.153733, -118.593408",34.153733,-118.593408,Female,Não,Sim,Sim,57,Sim,Não,Presencial,Sim,Sim,Não,Não,Não,Não,Anual,Não,Boleto Digital,53.45,3053,Ativo,0,21,5660,
8597-CTXVJ,1,United States,California,Jenner,95450,"38.505995, -123.187019",38.505995,-123.187019,Male,Não,Não,Sim,70,Sim,Sim,Presencial,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Débito Automático,64.95,4551.5,Ativo,0,65,5392,
9708-KFDBY,1,United States,California,Oceanside,92054,"33.351059, -117.420557",33.351059,-117.420557,Male,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Cartão de Crédito Recorrente,20.55,20.55,Ativo,0,28,4801,
1335-MXCSE,1,United States,California,Shoshone,92384,"35.924252, -116.188668",35.924252,-116.188668,Male,Não,Sim,Sim,55,Sim,Não,Presencial,Não,Não,Sim,Sim,Não,Não,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,55.25,3119.9,Ativo,0,42,5821,
9253-QXKBE,1,United States,California,Morgan Hill,95037,"37.161544, -121.649371",37.161544,-121.649371,Male,Sim,Sim,Não,29,Sim,Sim,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,94.45,2653.65,Desistente,1,71,2233,Network reliability
5478-JJVZK,1,United States,California,Fair Oaks,95628,"38.652065, -121.25441",38.652065,-121.25441,Female,Não,Não,Não,33,Sim,Sim,Presencial,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,60.9,2033.85,Ativo,0,36,3009,
9274-CNFMO,1,United States,California,Pacoima,91331,"34.255442, -118.421314",34.255442,-118.421314,Male,Sim,Sim,Não,4,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto Digital,74.95,308.7,Desistente,1,69,3716,Competitor offered more data
2996-XAUVF,1,United States,California,Needles,92363,"34.711224, -114.702256",34.711224,-114.702256,Male,Não,Não,Não,70,Não,Não participa,Presencial,Não,Não,Não,Sim,Não,Sim,Plano de Ciclo Completo,Sim,Boleto Impresso,40.05,2799.75,Ativo,0,57,5055,
4163-KIUHY,1,United States,California,Los Angeles,90006,"34.048013, -118.293953",34.048013,-118.293953,Male,Não,Não,Não,35,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Boleto Digital,25.6,901.25,Ativo,0,56,2980,
5365-LLFYV,1,United States,California,Penryn,95663,"38.859093, -121.182872",38.859093,-121.182872,Female,Não,Não,Não,2,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,45.85,105.6,Ativo,0,65,2245,
8337-UPOAQ,1,United States,California,Wrightwood,92397,"34.358321, -117.618263",34.358321,-117.618263,Male,Sim,Sim,Não,10,Sim,Sim,Híbrido,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Boleto Digital,89.8,914.3,Desistente,1,76,5124,Competitor made better offer
1866-OBPNR,1,United States,California,Sacramento,95833,"38.619049, -121.517552",38.619049,-121.517552,Male,Não,Sim,Sim,1,Sim,Não,Híbrido,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito Recorrente,74.6,74.6,Ativo,0,22,5494,
6265-FRMTQ,1,United States,California,Scotia,95565,"40.440636, -124.098739",40.440636,-124.098739,Male,Não,Não,Não,31,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Débito Automático,20.4,609.1,Ativo,0,29,5363,
6741-EGCBI,1,United States,California,Hacienda Heights,91745,"33.998471, -117.973758",33.998471,-117.973758,Male,Sim,Não,Não,30,Sim,Sim,Híbrido,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito Recorrente,90.5,2595.85,Ativo,0,53,5983,
4250-WAROZ,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.787574,Male,Sim,Sim,Sim,60,Sim,Sim,Híbrido,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,93.25,5774.55,Ativo,0,70,4353,
1266-NZYUI,1,United States,California,Lee Vining,93541,"37.890145, -119.184087",37.890145,-119.184087,Female,Não,Sim,Não,72,Sim,Sim,Presencial,Sim,Não,Sim,Sim,Não,Não,Plano de Ciclo Completo,Não,Débito Automático,66.85,4758.8,Ativo,0,32,6264,
7976-CICYS,1,United States,California,Woodland Hills,91367,"34.178068, -118.615714",34.178068,-118.615714,Male,Não,Não,Não,4,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Cartão de Crédito Recorrente,20.7,83.75,Ativo,0,76,3027,
