Matricula_Aluno,Situacao_Atual,Desistencia_Real,Probabilidade_Churn,Predicao_Churn,Meses_na_Escola,Modalidade_Ensino,Valor_Mensalidade,Tipo_Contrato_Matricula,Forma_Pagamento_Mensalidade,Genero,Aluno_Bolsista,Participa_Atividade_Extra,Apoio_Psicopedagogico,Reforco_Escolar,Risco_de_Desistencia,Nivel_Risco,Ranking
1194-HVAIF,Ativo,0,0.5413383028776462,1,27,Híbrido,95.0,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,75,MÉDIO,172
6862-CQUMB,Ativo,0,0.5410135827695023,1,37,Híbrido,96.1,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Sim,75,MÉDIO,173
7277-OZCGZ,Ativo,0,0.5392453777842084,1,22,Híbrido,89.05,Mensal,Boleto Digital,Female,Não,Sim,Sim,Não,75,MÉDIO,174
3427-GGZZI,Ativo,0,0.536214371719974,1,19,Híbrido,89.1,Mensal,Boleto Digital,Female,Não,Sim,Não,Sim,66,MÉDIO,175
7048-GXDAY,Ativo,0,0.5361104828065728,1,39,Híbrido,106.4,Mensal,Boleto Digital,Male,Não,Sim,Sim,Sim,66,MÉDIO,176
5144-TVGLP,Ativo,0,0.5356892799107801,1,38,Híbrido,94.75,Mensal,Boleto Digital,Male,Sim,Sim,Não,Não,71,MÉDIO,177
4062-HBMOS,Ativo,0,0.5345562985910282,1,52,Híbrido,103.05,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,80,MÉDIO,178
5153-RTHKF,Ativo,0,0.5336638406832641,1,34,Híbrido,85.35,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,78,MÉDIO,179
8212-CRQXP,Ativo,0,0.5320892337699614,1,22,Híbrido,80.0,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,80,MÉDIO,180
5233-AOZUF,Ativo,0,0.5311077855477996,1,29,Híbrido,74.95,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,80,MÉDIO,181
8535-SFUTN,Ativo,0,0.5304343107822002,1,61,Híbrido,106.45,Mensal,Boleto Digital,Male,Não,Sim,Sim,Não,65,MÉDIO,182
3522-CDKHF,Ativo,0,0.5293624128062795,1,32,Híbrido,75.5,Mensal,Débito Automático,Female,Não,Sim,Sim,Não,76,MÉDIO,183
4536-PLEQY,Ativo,0,0.5290356014262788,1,12,Híbrido,85.05,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Sim,80,MÉDIO,184
1307-TVUFB,Ativo,0,0.5289702330805102,1,42,Híbrido,79.35,Mensal,Débito Automático,Male,Sim,Sim,Não,Sim,79,MÉDIO,185
4860-IJUDE,Ativo,0,0.5276934418257263,1,13,Híbrido,73.75,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,78,MÉDIO,186
2675-OTVVJ,Ativo,0,0.5263201026990726,1,31,Híbrido,89.45,Mensal,Boleto Digital,Male,Sim,Sim,Sim,Não,68,MÉDIO,187
7310-EGVHZ,Ativo,0,0.5242646778251613,1,1,EAD,20.2,Mensal,Débito Automático,Male,Não,Sim,Não se aplica,Não se aplica,77,MÉDIO,188
1766-GKNMI,Ativo,0,0.5232226630991131,1,29,Híbrido,84.9,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,69,MÉDIO,189
2105-PHWON,Ativo,0,0.5223147341540062,1,33,Híbrido,95.0,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,76,MÉDIO,190
5950-AAAGJ,Ativo,0,0.5216755236598251,1,18,Híbrido,84.3,Mensal,Débito Automático,Male,Não,Sim,Não,Não,72,MÉDIO,191
2700-LUEVA,Ativo,0,0.5202604174430514,1,1,EAD,20.75,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,76,MÉDIO,192
0620-DLSLK,Ativo,0,0.5183675309555648,1,13,Híbrido,81.9,Mensal,Boleto Impresso,Female,Não,Sim,Não,Não,71,MÉDIO,193
3688-FTHLT,Ativo,0,0.5168111648104713,1,16,Presencial,63.05,Mensal,Débito Automático,Female,Não,Sim,Não,Não,73,MÉDIO,194
7508-SMHXL,Ativo,0,0.5158224689939579,1,15,Híbrido,89.0,Mensal,Cartão de Crédito Recorrente,Female,Sim,Sim,Não,Sim,77,MÉDIO,195
0829-XXPLX,Ativo,0,0.5135425248986423,1,20,Híbrido,89.4,Mensal,Débito Automático,Female,Não,Sim,Sim,Não,68,MÉDIO,196
3956-MGXOG,Ativo,0,0.5126901934183746,1,28,Híbrido,80.6,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,70,MÉDIO,197
7794-JASDG,Ativo,0,0.5123851585571984,1,1,Presencial,50.75,Mensal,Boleto Impresso,Male,Não,Sim,Sim,Não,80,MÉDIO,198
5213-TWWJU,Ativo,0,0.5113513600745422,1,28,Híbrido,91.0,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,66,MÉDIO,199
5989-PGKJB,Ativo,0,0.5091056285110696,1,16,Híbrido,86.25,Mensal,Boleto Digital,Female,Não,Sim,Não,Sim,65,MÉDIO,200
9450-TRJUU,Ativo,0,0.5083450766804025,1,35,Híbrido,83.15,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,65,MÉDIO,201
9793-WECQC,Ativo,0,0.5081845551232732,1,23,Híbrido,95.3,Mensal,Boleto Impresso,Male,Não,Sim,Não,Sim,68,MÉDIO,202
7312-XSBAT,Ativo,0,0.5079915765592365,1,1,Presencial,49.75,Mensal,Boleto Digital,Male,Não,Sim,Sim,Não,79,MÉDIO,203
1548-FEHVL,Ativo,0,0.5066303921810098,1,61,Híbrido,106.2,Mensal,Boleto Digital,Male,Não,Sim,Sim,Sim,74,MÉDIO,204
7030-NJVDP,Ativo,0,0.505174556860739,1,24,Híbrido,89.25,Mensal,Boleto Digital,Male,Não,Sim,Sim,Não,77,MÉDIO,205
6988-CJEYV,Ativo,0,0.5043414807169256,1,49,Híbrido,98.7,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,79,MÉDIO,206
1304-BCCFO,Ativo,0,0.5041004288262317,1,9,Presencial,70.05,Mensal,Boleto Impresso,Male,Não,Sim,Não,Não,69,MÉDIO,207
6380-ARCEH,Ativo,0,0.502898512335071,1,1,EAD,20.2,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,77,MÉDIO,208
7243-LCGGZ,Ativo,0,0.49964249392791876,0,1,EAD,20.9,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,72,MÉDIO,209
3247-MHJKM,Ativo,0,0.49964249392791876,0,1,EAD,20.2,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,72,MÉDIO,210
0650-BWOZN,Ativo,0,0.499606258979864,0,18,Híbrido,73.55,Mensal,Boleto Digital,Female,Sim,Sim,Não,Sim,66,MÉDIO,211
5666-CYCYZ,Ativo,0,0.4993087551408517,0,24,Híbrido,89.55,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,76,MÉDIO,212
4993-JCRGJ,Ativo,0,0.49927706258878846,0,26,Híbrido,84.3,Mensal,Boleto Impresso,Male,Não,Sim,Não,Não,66,MÉDIO,213
2235-DWLJU,Ativo,0,0.4956533450334763,0,6,Presencial,44.4,Mensal,Boleto Digital,Female,Sim,Não,Não,Não,71,MÉDIO,214
4061-UKJWL,Ativo,0,0.4955440199843072,0,3,Presencial,45.45,Mensal,Boleto Impresso,Male,Não,Sim,Não,Não,72,MÉDIO,215
9822-WMWVG,Ativo,0,0.49508414200174944,0,41,Híbrido,106.5,Mensal,Boleto Digital,Female,Não,Sim,Sim,Sim,75,MÉDIO,216
7798-JVXYM,Ativo,0,0.4945061843744678,0,14,Presencial,69.65,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,69,MÉDIO,217
7721-DVEKZ,Ativo,0,0.4926251720754075,0,1,EAD,19.65,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,73,MÉDIO,218
6968-GMKPR,Ativo,0,0.4921035561187814,0,55,Híbrido,81.55,Mensal,Boleto Digital,Female,Não,Sim,Não,Sim,80,MÉDIO,219
6786-OBWQR,Ativo,0,0.49207313350197474,0,5,Híbrido,80.85,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,69,MÉDIO,220
6429-SHBCB,Ativo,0,0.4890028839943357,0,19,Presencial,69.6,Mensal,Boleto Impresso,Male,Não,Sim,Não,Não,77,MÉDIO,221
3955-JBZZM,Ativo,0,0.48881715711201185,0,20,Híbrido,78.8,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,80,MÉDIO,222
6288-LBEAR,Ativo,0,0.4875197197043067,0,23,Híbrido,79.1,Mensal,Boleto Impresso,Female,Não,Sim,Não,Sim,75,MÉDIO,223
5712-AHQNN,Ativo,0,0.4874749637765724,0,43,Híbrido,91.65,Mensal,Boleto Digital,Female,Não,Sim,Não,Sim,65,MÉDIO,224
2522-AHJXR,Ativo,0,0.48544654956219074,0,60,Híbrido,109.45,Mensal,Débito Automático,Male,Não,Sim,Sim,Não,77,MÉDIO,225
9365-SRSZE,Ativo,0,0.48447288167298375,0,27,Híbrido,70.55,Mensal,Boleto Digital,Male,Sim,Sim,Não,Não,65,MÉDIO,226
9469-WEJBT,Ativo,0,0.4835435580076981,0,37,Híbrido,90.35,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,76,MÉDIO,227
1575-KRZZE,Ativo,0,0.4835049224141471,0,4,Presencial,55.2,Mensal,Boleto Digital,Female,Não,Sim,Sim,Sim,74,MÉDIO,228
1867-TJHTS,Ativo,0,0.4829966580942828,0,58,Híbrido,79.8,Mensal,Débito Automático,Female,Não,Sim,Sim,Não,78,MÉDIO,229
3452-SRFEG,Ativo,0,0.47974735513467787,0,49,Híbrido,74.6,Mensal,Débito Automático,Male,Não,Sim,Não,Não,79,MÉDIO,230
0212-ISBBF,Ativo,0,0.4778051732034395,0,22,Presencial,50.35,Mensal,Boleto Digital,Female,Não,Não,Não,Sim,73,MÉDIO,231
0419-YAAPX,Ativo,0,0.4749953088050589,0,49,Híbrido,85.3,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Sim,71,MÉDIO,232
2038-LLMLM,Ativo,0,0.47426341203155026,0,48,Híbrido,103.85,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,78,MÉDIO,233
6542-LWGXJ,Ativo,0,0.47402668398303804,0,3,Presencial,25.0,Mensal,Boleto Impresso,Male,Não,Não,Não,Não,70,MÉDIO,234
2378-VTKDH,Ativo,0,0.47338028471513033,0,65,Híbrido,104.35,Mensal,Boleto Digital,Male,Sim,Sim,Não,Sim,69,MÉDIO,235
7658-UYUQS,Ativo,0,0.470675443306763,0,21,Híbrido,86.55,Mensal,Débito Automático,Male,Sim,Sim,Não,Não,67,MÉDIO,236
4570-QHXHL,Ativo,0,0.4697109397644706,0,9,Presencial,43.75,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,70,MÉDIO,237
8805-JNRAZ,Ativo,0,0.4680930505831993,0,2,Presencial,49.2,Mensal,Boleto Impresso,Female,Não,Sim,Não,Sim,75,MÉDIO,238
0141-YEAYS,Ativo,0,0.46704825696044966,0,27,Híbrido,86.45,Mensal,Débito Automático,Female,Sim,Sim,Não,Sim,77,MÉDIO,239
8728-SKJLR,Ativo,0,0.4668514403624371,0,41,Híbrido,74.25,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,78,MÉDIO,240
3452-ABWRL,Ativo,0,0.46660597386431024,0,47,Híbrido,86.05,Mensal,Cartão de Crédito Recorrente,Male,Sim,Sim,Não,Não,69,MÉDIO,241
2386-OWURY,Ativo,0,0.46652787000174983,0,58,Híbrido,95.3,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,68,MÉDIO,242
0577-WHMEV,Ativo,0,0.4639698148455505,0,16,Híbrido,90.7,Mensal,Boleto Digital,Female,Não,Sim,Sim,Sim,73,MÉDIO,243
1777-JYQPJ,Ativo,0,0.4626740649947573,0,2,Presencial,24.3,Mensal,Boleto Impresso,Male,Não,Não,Não,Não,77,MÉDIO,244
2761-XECQW,Ativo,0,0.4608106418988901,0,8,Presencial,43.35,Mensal,Boleto Impresso,Male,Sim,Não,Não,Sim,68,MÉDIO,245
2674-MLXMN,Ativo,0,0.4596805220734818,0,71,Híbrido,99.65,Mensal,Cartão de Crédito Recorrente,Female,Sim,Sim,Não,Sim,77,MÉDIO,246
6693-FRIRW,Ativo,0,0.45813099869241525,0,18,Híbrido,101.3,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Sim,80,MÉDIO,247
9708-HPXWZ,Ativo,0,0.45610664076216373,0,5,Presencial,45.4,Mensal,Cartão de Crédito Recorrente,Male,Sim,Não,Não,Não,68,MÉDIO,248
9097-ZUBYC,Ativo,0,0.45308829596064326,0,14,Presencial,48.8,Mensal,Débito Automático,Male,Não,Sim,Não,Não,77,MÉDIO,249
6789-HJBWG,Ativo,0,0.4512376597600457,0,12,Presencial,49.4,Mensal,Boleto Digital,Female,Não,Sim,Não,Sim,70,MÉDIO,250
4010-YLMVT,Ativo,0,0.451221654671781,0,56,Híbrido,106.6,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Sim,Sim,80,MÉDIO,251
4581-LNWUM,Ativo,0,0.4492407626622086,0,13,Presencial,49.15,Mensal,Boleto Digital,Female,Não,Não,Não,Não,78,MÉDIO,252
4989-LIXVT,Ativo,0,0.44670476674089865,0,68,Híbrido,95.9,Mensal,Boleto Digital,Male,Sim,Sim,Não,Sim,68,MÉDIO,253
7905-NJMXS,Ativo,0,0.44459686358573386,0,7,Presencial,64.2,Mensal,Boleto Digital,Male,Sim,Sim,Sim,Sim,74,MÉDIO,254
5630-IXDXV,Ativo,0,0.44084953636262797,0,47,Híbrido,106.35,Mensal,Boleto Digital,Female,Não,Sim,Não,Sim,74,MÉDIO,255
5886-VLQVU,Ativo,0,0.43913576240216834,0,35,Híbrido,89.85,Mensal,Débito Automático,Male,Não,Sim,Não,Não,78,MÉDIO,256
7284-BUYEC,Ativo,0,0.4375562567032732,0,5,Presencial,50.95,Mensal,Cartão de Crédito Recorrente,Female,Não,Não,Não,Sim,69,MÉDIO,257
3714-NTNFO,Ativo,0,0.43688784640518635,0,49,Híbrido,84.5,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,71,MÉDIO,258
0096-BXERS,Ativo,0,0.43683274549501955,0,6,Presencial,50.35,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,74,MÉDIO,259
9761-XUJWD,Ativo,0,0.43664494456952874,0,5,Presencial,65.6,Mensal,Débito Automático,Male,Não,Sim,Não,Sim,65,MÉDIO,260
1996-DBMUS,Ativo,0,0.4362604412619778,0,48,Híbrido,70.65,Mensal,Débito Automático,Female,Sim,Sim,Não,Não,71,MÉDIO,261
7693-QPEFS,Ativo,0,0.43431863707543217,0,52,Híbrido,72.95,Mensal,Débito Automático,Male,Sim,Sim,Não,Não,72,MÉDIO,262
9389-ACWBI,Ativo,0,0.43365986601302176,0,5,Híbrido,69.95,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,73,MÉDIO,263
1656-DRSMG,Ativo,0,0.4332919879719291,0,63,Híbrido,109.85,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Sim,66,MÉDIO,264
3873-NFTGI,Ativo,0,0.4327596841292999,0,14,Presencial,55.5,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Sim,68,MÉDIO,265
2452-SNHFZ,Ativo,0,0.4326118759668929,0,47,Híbrido,75.45,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Sim,Não,66,MÉDIO,266
8910-LEDAG,Ativo,0,0.4323801256270231,0,34,Híbrido,71.55,Mensal,Cartão de Crédito Recorrente,Male,Sim,Sim,Não,Não,72,MÉDIO,267
6917-YACBP,Ativo,0,0.4321219622076176,0,59,Híbrido,89.75,Mensal,Boleto Digital,Female,Sim,Sim,Sim,Sim,70,MÉDIO,268
3113-IWHLC,Ativo,0,0.431514407738441,0,5,Presencial,55.8,Mensal,Boleto Impresso,Male,Não,Sim,Sim,Não,69,MÉDIO,269
6908-VVYHM,Ativo,0,0.43012108822322037,0,65,Híbrido,90.65,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,70,MÉDIO,270
0668-OGMHD,Ativo,0,0.4287267455738557,0,21,Presencial,28.5,Mensal,Boleto Digital,Female,Não,Não,Sim,Não,77,MÉDIO,271
5311-IHLEI,Ativo,0,0.4280754605407454,0,12,Presencial,50.95,Mensal,Débito Automático,Male,Não,Não,Sim,Sim,73,MÉDIO,272
2731-GJRDG,Ativo,0,0.42703501371873864,0,32,Híbrido,109.55,Anual,Débito Automático,Female,Não,Sim,Sim,Não,72,MÉDIO,273
5533-NHFRF,Ativo,0,0.42598431077931614,0,7,Presencial,44.4,Mensal,Boleto Digital,Male,Sim,Não,Não,Sim,77,MÉDIO,274
1104-TNLZA,Ativo,0,0.42519576829459005,0,28,Híbrido,105.8,Mensal,Boleto Digital,Male,Sim,Sim,Não,Sim,73,MÉDIO,275
9003-CPATH,Ativo,0,0.42408108221128454,0,42,Híbrido,79.9,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,70,MÉDIO,276
6652-YFFJO,Ativo,0,0.4201396570272149,0,11,Presencial,64.9,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,80,MÉDIO,277
1310-QRITU,Ativo,0,0.4188578508584714,0,18,Presencial,50.3,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,65,MÉDIO,278
4482-FTFFX,Ativo,0,0.41860462486355654,0,5,Presencial,56.15,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,78,MÉDIO,279
7789-CRUVC,Ativo,0,0.41823901992603096,0,61,Híbrido,94.2,Mensal,Cartão de Crédito Recorrente,Female,Sim,Sim,Sim,Sim,76,MÉDIO,280
7241-AJHFS,Ativo,0,0.4174650762605115,0,32,Híbrido,87.65,Mensal,Débito Automático,Male,Não,Sim,Sim,Não,66,MÉDIO,281
4191-XOVOM,Ativo,0,0.4165813153390541,0,63,Híbrido,105.4,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,66,MÉDIO,282
3509-GWQGF,Ativo,0,0.41613581362892443,0,24,Híbrido,70.0,Mensal,Cartão de Crédito Recorrente,Male,Sim,Sim,Não,Não,77,MÉDIO,283
6578-KRMAW,Ativo,0,0.4152659815641354,0,32,Híbrido,93.4,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,66,MÉDIO,284
3446-QDSZF,Ativo,0,0.4140010382592825,0,4,Presencial,55.5,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,66,MÉDIO,285
0867-LDTTC,Ativo,0,0.4119838813915842,0,5,Presencial,75.15,Mensal,Débito Automático,Male,Não,Sim,Não,Não,68,MÉDIO,286
5371-VYLSX,Ativo,0,0.4094196950966044,0,50,Híbrido,83.4,Mensal,Boleto Digital,Female,Sim,Sim,Sim,Sim,68,MÉDIO,287
4636-JGAAI,Ativo,0,0.40936817290438204,0,34,Híbrido,88.85,Mensal,Boleto Impresso,Male,Não,Sim,Não,Sim,70,MÉDIO,288
3384-CTMSF,Ativo,0,0.40905186572469227,0,47,Híbrido,104.1,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,71,MÉDIO,289
4462-CYWMH,Ativo,0,0.4081430917246545,0,62,Híbrido,89.8,Mensal,Débito Automático,Male,Sim,Sim,Não,Sim,67,MÉDIO,290
5600-PDUJF,Ativo,0,0.40700423581655737,0,6,Presencial,49.5,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Não,75,MÉDIO,291
6620-JDYNW,Ativo,0,0.4056567318023033,0,18,Presencial,60.6,Mensal,Boleto Impresso,Female,Não,Sim,Sim,Não,74,MÉDIO,292
8791-GFXLZ,Ativo,0,0.40484930202326297,0,12,Presencial,49.05,Mensal,Débito Automático,Male,Não,Sim,Não,Sim,70,MÉDIO,293
1173-NOEYG,Ativo,0,0.4008077794319228,0,27,Híbrido,90.15,Mensal,Débito Automático,Female,Não,Sim,Não,Não,67,MÉDIO,294
3308-MHOOC,Ativo,0,0.39972365556560835,0,1,EAD,19.2,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,76,BAIXO,295
6734-GMPVK,Ativo,0,0.39879508111376405,0,5,Híbrido,105.3,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,66,BAIXO,296
1356-MKYSK,Ativo,0,0.3986342767773709,0,6,Presencial,78.65,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,68,BAIXO,297
0508-OOLTO,Ativo,0,0.3946641987061716,0,2,Híbrido,71.65,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,67,BAIXO,298
2883-ILGWO,Ativo,0,0.3936515183720276,0,57,Híbrido,104.9,Mensal,Débito Automático,Male,Sim,Sim,Não,Sim,75,BAIXO,299
8242-JSVBO,Ativo,0,0.39356537354740945,0,7,Presencial,44.65,Mensal,Débito Automático,Male,Não,Sim,Não,Não,65,BAIXO,300
5527-ACHSO,Ativo,0,0.39322423136721213,0,11,Presencial,70.5,Mensal,Boleto Impresso,Female,Não,Sim,Não,Não,75,BAIXO,301
7272-QDCKA,Ativo,0,0.3880571302807758,0,28,Híbrido,100.2,Anual,Boleto Digital,Male,Não,Sim,Não,Sim,79,BAIXO,302
4680-KUTAJ,Ativo,0,0.3878947008120515,0,11,Presencial,55.6,Mensal,Boleto Digital,Female,Sim,Sim,Sim,Não,80,BAIXO,303
6143-JQKEA,Ativo,0,0.3875349384338378,0,10,Presencial,45.8,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Não,80,BAIXO,304
3657-COGMW,Ativo,0,0.38748149328210885,0,52,Híbrido,108.1,Mensal,Cartão de Crédito Recorrente,Female,Sim,Sim,Sim,Sim,69,BAIXO,305
5568-DMXZS,Ativo,0,0.38703716114888,0,8,Presencial,65.45,Mensal,Boleto Digital,Female,Não,Sim,Não,Sim,80,BAIXO,306
7130-YXBRO,Ativo,0,0.3838366533642623,0,48,Híbrido,111.45,Mensal,Débito Automático,Male,Não,Sim,Sim,Sim,74,BAIXO,307
2305-MRGLV,Ativo,0,0.3818763149017143,0,28,Híbrido,76.55,Mensal,Débito Automático,Male,Não,Sim,Não,Não,71,BAIXO,308
3316-UWXUY,Ativo,0,0.3776988912592435,0,50,Híbrido,93.5,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,70,BAIXO,309
4402-FTBXC,Ativo,0,0.3748718267680534,0,54,Híbrido,89.8,Mensal,Boleto Impresso,Male,Não,Sim,Sim,Não,67,BAIXO,310
9323-HGFWY,Ativo,0,0.37435871760363554,0,27,Híbrido,101.9,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Sim,Não,69,BAIXO,311
9780-FKVVF,Ativo,0,0.3733017007292645,0,6,Presencial,59.15,Mensal,Débito Automático,Male,Não,Sim,Sim,Não,72,BAIXO,312
4257-GAESD,Ativo,0,0.371023760113558,0,6,Presencial,45.0,Mensal,Cartão de Crédito Recorrente,Female,Não,Não,Não,Não,72,BAIXO,313
9659-QEQSY,Ativo,0,0.368524639850416,0,45,Híbrido,115.65,Mensal,Boleto Digital,Female,Não,Sim,Sim,Sim,75,BAIXO,314
7880-XSOJX,Ativo,0,0.36557912982656376,0,4,Presencial,42.4,Mensal,Boleto Impresso,Male,Não,Não,Sim,Sim,74,BAIXO,315
7601-WFVZV,Ativo,0,0.364800266864303,0,1,EAD,19.55,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,79,BAIXO,316
8769-KKTPH,Ativo,0,0.36225315777116884,0,63,Híbrido,99.65,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Sim,Não,79,BAIXO,317
7010-ZMVBF,Ativo,0,0.36082705284475464,0,18,EAD,20.45,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,71,BAIXO,318
5206-XZZQI,Ativo,0,0.3605461161961951,0,53,Híbrido,80.6,Mensal,Boleto Impresso,Male,Não,Sim,Não,Sim,73,BAIXO,319
3090-LETTY,Ativo,0,0.35933619037918774,0,2,Presencial,60.95,Mensal,Débito Automático,Male,Não,Sim,Sim,Sim,78,BAIXO,320
3665-JATSN,Ativo,0,0.3587992563780117,0,19,Presencial,39.7,Mensal,Boleto Digital,Female,Não,Não,Não,Sim,65,BAIXO,321
2826-DXLQO,Ativo,0,0.3575236732634187,0,7,Presencial,29.8,Mensal,Débito Automático,Male,Sim,Não,Sim,Não,69,BAIXO,322
0380-NEAVX,Ativo,0,0.35642212217567754,0,34,Híbrido,99.85,Anual,Boleto Digital,Male,Sim,Sim,Não,Sim,71,BAIXO,323
7395-XWZOY,Ativo,0,0.3556334707258851,0,20,Presencial,55.0,Mensal,Cartão de Crédito Recorrente,Male,Não,Não,Sim,Sim,68,BAIXO,324
4480-MBMLB,Ativo,0,0.3552599157913052,0,36,Híbrido,104.8,Anual,Débito Automático,Female,Não,Sim,Não,Sim,68,BAIXO,325
8023-QHAIO,Ativo,0,0.35277151334665374,0,56,Híbrido,76.85,Mensal,Débito Automático,Female,Sim,Sim,Não,Não,66,BAIXO,326
0215-BQKGS,Ativo,0,0.3514357346010265,0,30,Híbrido,84.3,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,66,BAIXO,327
5201-USSQZ,Ativo,0,0.35074717010307543,0,26,Híbrido,85.9,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,67,BAIXO,328
5651-WYIPH,Ativo,0,0.35066802161105254,0,18,Presencial,49.85,Mensal,Cartão de Crédito Recorrente,Female,Sim,Sim,Não,Sim,71,BAIXO,329
0471-ARVMX,Ativo,0,0.34924603420323835,0,62,Híbrido,104.85,Anual,Boleto Digital,Female,Sim,Sim,Sim,Não,68,BAIXO,330
5760-IFJOZ,Ativo,0,0.3476964059031266,0,3,Híbrido,107.95,Mensal,Boleto Impresso,Male,Não,Sim,Não,Sim,77,BAIXO,331
1346-PJWTK,Ativo,0,0.34760902046809644,0,61,Híbrido,94.15,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Sim,70,BAIXO,332
5947-SGKCL,Ativo,0,0.3431136567109292,0,15,Híbrido,105.35,Mensal,Débito Automático,Female,Não,Sim,Não,Sim,66,BAIXO,333
0481-SUMCB,Ativo,0,0.34294933747901235,0,45,Híbrido,102.15,Anual,Débito Automático,Female,Sim,Sim,Não,Não,69,BAIXO,334
5076-YVXCM,Ativo,0,0.34228790725537994,0,51,Híbrido,83.4,Mensal,Débito Automático,Male,Não,Sim,Não,Não,65,BAIXO,335
4931-TRZWN,Ativo,0,0.3399464685360777,0,13,Presencial,71.95,Mensal,Boleto Digital,Female,Não,Sim,Sim,Não,67,BAIXO,336
8455-HIRAQ,Ativo,0,0.33588377327671415,0,8,Presencial,44.45,Mensal,Boleto Impresso,Female,Não,Sim,Não,Não,65,BAIXO,337
3038-PQIUY,Ativo,0,0.3356316363261642,0,38,Presencial,66.15,Mensal,Débito Automático,Female,Não,Sim,Sim,Sim,78,BAIXO,338
8221-EQDGL,Ativo,0,0.3331755928056979,0,35,Presencial,61.0,Mensal,Boleto Impresso,Male,Não,Sim,Sim,Sim,79,BAIXO,339
9396-ZSFLL,Ativo,0,0.3315996704634228,0,15,Presencial,48.85,Mensal,Boleto Impresso,Female,Não,Sim,Não,Não,78,BAIXO,340
7075-BNDVQ,Ativo,0,0.3313847040189615,0,4,Presencial,35.0,Mensal,Boleto Impresso,Female,Não,Não,Sim,Não,70,BAIXO,341
